SPIEGEL,101,6,0.0594059405940594,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
FAZ,124,8,0.06451612903225806,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
BILD,125,7,0.056,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
SPIEGEL,100,6,0.06,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
FAZ,124,8,0.06451612903225806,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
SPIEGEL,98,6,0.061224489795918366,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
FAZ,123,8,0.06504065040650407,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
BILD,125,5,0.04,2022-04-15,1001.4751843457313,0.93,28067.226623966984,832777
